"vtkOriginalPointIds","Points:0","Points:1","Points:2"
17893,0.081939,0.1311,0.024582
17895,0.090133,0.1311,0.032776
17896,0.098327,0.1311,0.024582
17904,0.10652,0.1311,0.016388
17905,0.11472,0.1311,0.0081939
17907,0.12291,0.1311,0.016388
17908,0.1311,0.1311,0.0081939
17916,0.10652,0.1311,0.032776
17917,0.11472,0.1311,0.024582
17919,0.12291,0.1311,0.032776
17920,0.1311,0.1311,0.024582
17976,0.073745,0.1311,0.049164
17977,0.081939,0.1311,0.04097
17979,0.090133,0.1311,0.049164
17980,0.098327,0.1311,0.04097
17988,0.073745,0.1311,0.065551
17989,0.081939,0.1311,0.057358
17991,0.090133,0.1311,0.065551
17992,0.098327,0.1311,0.057358
18000,0.10652,0.1311,0.049164
18001,0.11472,0.1311,0.04097
18003,0.12291,0.1311,0.049164
18004,0.1311,0.1311,0.04097
18012,0.10652,0.1311,0.065551
18013,0.11472,0.1311,0.057358
18015,0.12291,0.1311,0.065551
18016,0.1311,0.1311,0.057358
18456,0.0081939,0.1311,0.081939
18457,0.016388,0.1311,0.073745
18459,0.024582,0.1311,0.081939
18460,0.032776,0.1311,0.073745
18468,0.0081939,0.1311,0.098327
18469,0.016388,0.1311,0.090133
18471,0.024582,0.1311,0.098327
18472,0.032776,0.1311,0.090133
18480,0.04097,0.1311,0.081939
18481,0.049164,0.1311,0.073745
18483,0.057358,0.1311,0.081939
18484,0.065551,0.1311,0.073745
18492,0.04097,0.1311,0.098327
18493,0.049164,0.1311,0.090133
18495,0.057358,0.1311,0.098327
18496,0.065551,0.1311,0.090133
18552,0.0081939,0.1311,0.11472
18553,0.016388,0.1311,0.10652
18555,0.024582,0.1311,0.11472
18556,0.032776,0.1311,0.10652
18564,0.0081939,0.1311,0.1311
18565,0.016388,0.1311,0.12291
18567,0.024582,0.1311,0.1311
18568,0.032776,0.1311,0.12291
18576,0.04097,0.1311,0.11472
18577,0.049164,0.1311,0.10652
18579,0.057358,0.1311,0.11472
18580,0.065551,0.1311,0.10652
18588,0.04097,0.1311,0.1311
18589,0.049164,0.1311,0.12291
18591,0.057358,0.1311,0.1311
18592,0.065551,0.1311,0.12291
18648,0.073745,0.1311,0.081939
18649,0.081939,0.1311,0.073745
18651,0.090133,0.1311,0.081939
18652,0.098327,0.1311,0.073745
18660,0.073745,0.1311,0.098327
18661,0.081939,0.1311,0.090133
18663,0.090133,0.1311,0.098327
18664,0.098327,0.1311,0.090133
18672,0.10652,0.1311,0.081939
18673,0.11472,0.1311,0.073745
18675,0.12291,0.1311,0.081939
18676,0.1311,0.1311,0.073745
18684,0.10652,0.1311,0.098327
18685,0.11472,0.1311,0.090133
18687,0.12291,0.1311,0.098327
18688,0.1311,0.1311,0.090133
18744,0.073745,0.1311,0.11472
18745,0.081939,0.1311,0.10652
18747,0.090133,0.1311,0.11472
18748,0.098327,0.1311,0.10652
18756,0.073745,0.1311,0.1311
18757,0.081939,0.1311,0.12291
18759,0.090133,0.1311,0.1311
18760,0.098327,0.1311,0.12291
18768,0.10652,0.1311,0.11472
18769,0.11472,0.1311,0.10652
18771,0.12291,0.1311,0.11472
18772,0.1311,0.1311,0.10652
18780,0.10652,0.1311,0.1311
18781,0.11472,0.1311,0.12291
18783,0.12291,0.1311,0.1311
18784,0.1311,0.1311,0.12291
22680,-0.12291,0.1311,-0.12291
22685,-0.10652,0.1311,-0.12291
22695,-0.12291,0.1311,-0.10652
22699,-0.10652,0.1311,-0.10652
22711,-0.090133,0.1311,-0.12291
22715,-0.073745,0.1311,-0.12291
22724,-0.090133,0.1311,-0.10652
22727,-0.073745,0.1311,-0.10652
22789,-0.12291,0.1311,-0.090133
22793,-0.10652,0.1311,-0.090133
22803,-0.12291,0.1311,-0.073745
22807,-0.10652,0.1311,-0.073745
22816,-0.090133,0.1311,-0.090133
22819,-0.073745,0.1311,-0.090133
22828,-0.090133,0.1311,-0.073745
22831,-0.073745,0.1311,-0.073745
22899,-0.057358,0.1311,-0.12291
22903,-0.04097,0.1311,-0.12291
22912,-0.057358,0.1311,-0.10652
22915,-0.04097,0.1311,-0.10652
22927,-0.024582,0.1311,-0.12291
22931,-0.0081939,0.1311,-0.12291
22940,-0.024582,0.1311,-0.10652
22943,-0.0081939,0.1311,-0.10652
23000,-0.057358,0.1311,-0.090133
23003,-0.04097,0.1311,-0.090133
23012,-0.057358,0.1311,-0.073745
23015,-0.04097,0.1311,-0.073745
23024,-0.024582,0.1311,-0.090133
23027,-0.0081939,0.1311,-0.090133
23036,-0.024582,0.1311,-0.073745
23039,-0.0081939,0.1311,-0.073745
23501,-0.12291,0.1311,-0.057358
23505,-0.10652,0.1311,-0.057358
23515,-0.12291,0.1311,-0.04097
23519,-0.10652,0.1311,-0.04097
23528,-0.090133,0.1311,-0.057358
23531,-0.073745,0.1311,-0.057358
23540,-0.090133,0.1311,-0.04097
23543,-0.073745,0.1311,-0.04097
23605,-0.12291,0.1311,-0.024582
23609,-0.10652,0.1311,-0.024582
23619,-0.12291,0.1311,-0.0081939
23623,-0.10652,0.1311,-0.0081939
23632,-0.090133,0.1311,-0.024582
23635,-0.073745,0.1311,-0.024582
23644,-0.090133,0.1311,-0.0081939
23647,-0.073745,0.1311,-0.0081939
23704,-0.057358,0.1311,-0.057358
23707,-0.04097,0.1311,-0.057358
23716,-0.057358,0.1311,-0.04097
23719,-0.04097,0.1311,-0.04097
23728,-0.024582,0.1311,-0.057358
23731,-0.0081939,0.1311,-0.057358
23740,-0.024582,0.1311,-0.04097
23743,-0.0081939,0.1311,-0.04097
23800,-0.057358,0.1311,-0.024582
23803,-0.04097,0.1311,-0.024582
23812,-0.057358,0.1311,-0.0081939
23815,-0.04097,0.1311,-0.0081939
23824,-0.024582,0.1311,-0.024582
23827,-0.0081939,0.1311,-0.024582
23836,-0.024582,0.1311,-0.0081939
23839,-0.0081939,0.1311,-0.0081939
24323,0.0081939,0.1311,-0.12291
24327,0.024582,0.1311,-0.12291
24336,0.0081939,0.1311,-0.10652
24339,0.024582,0.1311,-0.10652
24351,0.04097,0.1311,-0.12291
24355,0.057358,0.1311,-0.12291
24364,0.04097,0.1311,-0.10652
24367,0.057358,0.1311,-0.10652
24424,0.0081939,0.1311,-0.090133
24427,0.024582,0.1311,-0.090133
24436,0.0081939,0.1311,-0.073745
24439,0.024582,0.1311,-0.073745
24448,0.04097,0.1311,-0.090133
24451,0.057358,0.1311,-0.090133
24460,0.04097,0.1311,-0.073745
24463,0.057358,0.1311,-0.073745
24531,0.073745,0.1311,-0.12291
24535,0.090133,0.1311,-0.12291
24544,0.073745,0.1311,-0.10652
24547,0.090133,0.1311,-0.10652
24559,0.10652,0.1311,-0.12291
24563,0.12291,0.1311,-0.12291
24572,0.10652,0.1311,-0.10652
24575,0.12291,0.1311,-0.10652
24632,0.073745,0.1311,-0.090133
24635,0.090133,0.1311,-0.090133
24644,0.073745,0.1311,-0.073745
24647,0.090133,0.1311,-0.073745
24656,0.10652,0.1311,-0.090133
24659,0.12291,0.1311,-0.090133
24668,0.10652,0.1311,-0.073745
24671,0.12291,0.1311,-0.073745
25112,0.0081939,0.1311,-0.057358
25115,0.024582,0.1311,-0.057358
25124,0.0081939,0.1311,-0.04097
25127,0.024582,0.1311,-0.04097
25136,0.04097,0.1311,-0.057358
25139,0.057358,0.1311,-0.057358
25148,0.04097,0.1311,-0.04097
25151,0.057358,0.1311,-0.04097
25208,0.0081939,0.1311,-0.024582
25211,0.024582,0.1311,-0.024582
25220,0.0081939,0.1311,-0.0081939
25223,0.024582,0.1311,-0.0081939
25232,0.04097,0.1311,-0.024582
25235,0.057358,0.1311,-0.024582
25244,0.04097,0.1311,-0.0081939
25247,0.057358,0.1311,-0.0081939
25304,0.073745,0.1311,-0.057358
25307,0.090133,0.1311,-0.057358
25316,0.073745,0.1311,-0.04097
25319,0.090133,0.1311,-0.04097
25328,0.10652,0.1311,-0.057358
25331,0.12291,0.1311,-0.057358
25340,0.10652,0.1311,-0.04097
25343,0.12291,0.1311,-0.04097
25400,0.073745,0.1311,-0.024582
25403,0.090133,0.1311,-0.024582
25412,0.073745,0.1311,-0.0081939
25415,0.090133,0.1311,-0.0081939
25424,0.10652,0.1311,-0.024582
25427,0.12291,0.1311,-0.024582
25436,0.10652,0.1311,-0.0081939
25439,0.12291,0.1311,-0.0081939
29165,-0.12291,0.1311,0.0081939
29169,-0.10652,0.1311,0.0081939
29179,-0.12291,0.1311,0.024582
29183,-0.10652,0.1311,0.024582
29192,-0.090133,0.1311,0.0081939
29195,-0.073745,0.1311,0.0081939
29204,-0.090133,0.1311,0.024582
29207,-0.073745,0.1311,0.024582
29269,-0.12291,0.1311,0.04097
29273,-0.10652,0.1311,0.04097
29283,-0.12291,0.1311,0.057358
29287,-0.10652,0.1311,0.057358
29296,-0.090133,0.1311,0.04097
29299,-0.073745,0.1311,0.04097
29308,-0.090133,0.1311,0.057358
29311,-0.073745,0.1311,0.057358
29368,-0.057358,0.1311,0.0081939
29371,-0.04097,0.1311,0.0081939
29380,-0.057358,0.1311,0.024582
29383,-0.04097,0.1311,0.024582
29392,-0.024582,0.1311,0.0081939
29395,-0.0081939,0.1311,0.0081939
29404,-0.024582,0.1311,0.024582
29407,-0.0081939,0.1311,0.024582
29464,-0.057358,0.1311,0.04097
29467,-0.04097,0.1311,0.04097
29476,-0.057358,0.1311,0.057358
29479,-0.04097,0.1311,0.057358
29488,-0.024582,0.1311,0.04097
29491,-0.0081939,0.1311,0.04097
29500,-0.024582,0.1311,0.057358
29503,-0.0081939,0.1311,0.057358
29965,-0.12291,0.1311,0.073745
29969,-0.10652,0.1311,0.073745
29979,-0.12291,0.1311,0.090133
29983,-0.10652,0.1311,0.090133
29992,-0.090133,0.1311,0.073745
29995,-0.073745,0.1311,0.073745
30004,-0.090133,0.1311,0.090133
30007,-0.073745,0.1311,0.090133
30069,-0.12291,0.1311,0.10652
30073,-0.10652,0.1311,0.10652
30083,-0.12291,0.1311,0.12291
30087,-0.10652,0.1311,0.12291
30096,-0.090133,0.1311,0.10652
30099,-0.073745,0.1311,0.10652
30108,-0.090133,0.1311,0.12291
30111,-0.073745,0.1311,0.12291
30168,-0.057358,0.1311,0.073745
30171,-0.04097,0.1311,0.073745
30180,-0.057358,0.1311,0.090133
30183,-0.04097,0.1311,0.090133
30192,-0.024582,0.1311,0.073745
30195,-0.0081939,0.1311,0.073745
30204,-0.024582,0.1311,0.090133
30207,-0.0081939,0.1311,0.090133
30264,-0.057358,0.1311,0.10652
30267,-0.04097,0.1311,0.10652
30276,-0.057358,0.1311,0.12291
30279,-0.04097,0.1311,0.12291
30288,-0.024582,0.1311,0.10652
30291,-0.0081939,0.1311,0.10652
30300,-0.024582,0.1311,0.12291
30303,-0.0081939,0.1311,0.12291
30744,0.0081939,0.1311,0.0081939
30747,0.024582,0.1311,0.0081939
30756,0.0081939,0.1311,0.024582
30759,0.024582,0.1311,0.024582
30768,0.04097,0.1311,0.0081939
30771,0.057358,0.1311,0.0081939
30780,0.04097,0.1311,0.024582
30783,0.057358,0.1311,0.024582
30840,0.0081939,0.1311,0.04097
30843,0.024582,0.1311,0.04097
30852,0.0081939,0.1311,0.057358
30855,0.024582,0.1311,0.057358
30864,0.04097,0.1311,0.04097
30867,0.057358,0.1311,0.04097
30876,0.04097,0.1311,0.057358
30879,0.057358,0.1311,0.057358
30936,0.073745,0.1311,0.0081939
30939,0.090133,0.1311,0.0081939
30948,0.073745,0.1311,0.024582
30951,0.090133,0.1311,0.024582
30960,0.10652,0.1311,0.0081939
30963,0.12291,0.1311,0.0081939
30972,0.10652,0.1311,0.024582
30975,0.12291,0.1311,0.024582
31032,0.073745,0.1311,0.04097
31035,0.090133,0.1311,0.04097
31044,0.073745,0.1311,0.057358
31047,0.090133,0.1311,0.057358
31056,0.10652,0.1311,0.04097
31059,0.12291,0.1311,0.04097
31068,0.10652,0.1311,0.057358
31071,0.12291,0.1311,0.057358
31512,0.0081939,0.1311,0.073745
31515,0.024582,0.1311,0.073745
31524,0.0081939,0.1311,0.090133
31527,0.024582,0.1311,0.090133
31536,0.04097,0.1311,0.073745
31539,0.057358,0.1311,0.073745
31548,0.04097,0.1311,0.090133
31551,0.057358,0.1311,0.090133
31608,0.0081939,0.1311,0.10652
31611,0.024582,0.1311,0.10652
31620,0.0081939,0.1311,0.12291
31623,0.024582,0.1311,0.12291
31632,0.04097,0.1311,0.10652
31635,0.057358,0.1311,0.10652
31644,0.04097,0.1311,0.12291
31647,0.057358,0.1311,0.12291
31704,0.073745,0.1311,0.073745
31707,0.090133,0.1311,0.073745
31716,0.073745,0.1311,0.090133
31719,0.090133,0.1311,0.090133
31728,0.10652,0.1311,0.073745
31731,0.12291,0.1311,0.073745
31740,0.10652,0.1311,0.090133
31743,0.12291,0.1311,0.090133
31800,0.073745,0.1311,0.10652
31803,0.090133,0.1311,0.10652
31812,0.073745,0.1311,0.12291
31815,0.090133,0.1311,0.12291
31824,0.10652,0.1311,0.10652
31827,0.12291,0.1311,0.10652
31836,0.10652,0.1311,0.12291
31839,0.12291,0.1311,0.12291
